Product,Country,MonthStart,Year,Month,Quarter,Amount_lag_1,Amount_lag_2,Amount_lag_3,Amount_roll3,Boxes_Shipped_lag_1,Boxes_Shipped_lag_2,Boxes_Shipped_lag_3,Boxes_Shipped_roll3,Amount,Boxes_Shipped
Baker's Choco Chips,New Zealand,2025-02-01,2025,2,1,5220.673939999998,1517.05,6790.41,4509.377979999998,41.588,147.0,26.0,71.52933333333333,5479.027679999994,146.066
Baker's Choco Chips,UK,2025-02-01,2025,2,1,3750.409799999973,0.0,0.0,1250.136599999991,298.363,0.0,0.0,99.45433333333334,5762.68047999999,362.656
Baker's Choco Chips,USA,2025-02-01,2025,2,1,2895.1925799999963,33508.58,0.0,12134.590859999998,61.985,556.0,0.0,205.995,1613.6579599999998,85.126
Caramel Stuffed Bars,Australia,2025-02-01,2025,2,1,7082.855079999982,0.0,12309.83,6464.228359999994,149.64,0.0,208.0,119.21333333333332,4038.0171399999986,131.907
Caramel Stuffed Bars,Canada,2025-02-01,2025,2,1,3560.490689999998,18001.15,0.0,7187.213563333334,231.298,227.0,0.0,152.766,5103.717260000001,371.862
Caramel Stuffed Bars,India,2025-02-01,2025,2,1,5885.701509999999,0.0,3041.22,2975.6405033333326,327.873,0.0,381.0,236.29100000000003,3185.063389999992,131.076
Caramel Stuffed Bars,New Zealand,2025-02-01,2025,2,1,3866.290850000003,0.0,0.0,1288.7636166666678,443.716,0.0,0.0,147.90533333333335,6111.280210000014,133.332
Caramel Stuffed Bars,UK,2025-02-01,2025,2,1,3760.454040000003,9990.6,4198.08,5983.044680000002,45.572,738.0,107.0,296.8573333333333,6145.031120000004,227.82
Caramel Stuffed Bars,USA,2025-02-01,2025,2,1,6929.152959999991,0.0,8900.8,5276.650986666664,70.92,0.0,580.0,216.97333333333333,3423.3172400000026,96.444
Choco Coated Almonds,Australia,2025-02-01,2025,2,1,2809.7391800000005,0.0,11987.26,4932.33306,22.474,0.0,41.0,21.158,3156.356120000001,30.762
Choco Coated Almonds,Canada,2025-02-01,2025,2,1,2638.44546,34149.64,9472.75,15420.278486666668,271.99,1389.0,547.0,735.9966666666666,5262.874180000001,416.926
Choco Coated Almonds,India,2025-02-01,2025,2,1,1283.2439000000004,6272.03,0.0,2518.4246333333335,6.078,366.0,0.0,124.026,4434.1125400000055,367.128
Choco Coated Almonds,New Zealand,2025-02-01,2025,2,1,2717.2053200000023,14722.35,0.0,5813.185106666668,246.796,61.0,0.0,102.59866666666666,3970.0621,24.581333333333333
Choco Coated Almonds,UK,2025-02-01,2025,2,1,6984.642460000005,9412.06,0.0,5465.567486666668,61.714,123.0,0.0,61.571333333333335,4605.111840000003,51.166
Choco Coated Almonds,USA,2025-02-01,2025,2,1,4725.425469999994,0.0,0.0,1575.1418233333313,80.316,0.0,0.0,26.772000000000002,1646.904850000001,36.098666666666674
Drinking Coco,Australia,2025-02-01,2025,2,1,5978.14179,0.0,17754.690000000002,7910.943930000001,202.816,0.0,624.0,275.60533333333336,5615.970760000004,118.264
Drinking Coco,Canada,2025-02-01,2025,2,1,3384.660249999998,0.0,16134.69,6506.450083333333,53.889,0.0,430.0,161.29633333333334,5952.626920000006,158.342
Drinking Coco,India,2025-02-01,2025,2,1,5399.520860000003,503.52,34475.3,13459.446953333334,137.848,167.0,424.0,242.94933333333333,4541.434699999995,91.614
Drinking Coco,New Zealand,2025-02-01,2025,2,1,5678.176340000016,0.0,181.84,1953.3387800000055,567.505,0.0,167.0,244.835,8254.69347999994,106.66
Drinking Coco,UK,2025-02-01,2025,2,1,4098.8075599999975,0.0,494.27,1531.0258533333326,260.904,0.0,186.0,148.968,7601.99034999999,286.388
Drinking Coco,USA,2025-02-01,2025,2,1,5415.5442800000055,0.0,7720.37,4378.638093333335,62.226,0.0,156.0,72.742,6796.832320000004,150.096
Eclairs,Australia,2025-02-01,2025,2,1,4100.884519999999,11293.17,12821.31,9405.121506666666,64.5,219.0,159.0,147.5,5670.791459999995,181.56
Eclairs,Canada,2025-02-01,2025,2,1,8224.464339999986,337.37,0.0,2853.9447799999957,580.842,120.0,0.0,233.614,1245.7154399999997,39.9
Eclairs,India,2025-02-01,2025,2,1,5146.311539999997,6096.53,13568.89,8270.577179999998,134.334,344.0,501.0,326.4446666666667,6298.089720000003,141.996
Eclairs,New Zealand,2025-02-01,2025,2,1,10510.778220000011,0.0,5270.33,5260.36940666667,114.944,0.0,323.0,145.98133333333334,7041.877660000014,65.897
Eclairs,UK,2025-02-01,2025,2,1,5497.789390000005,1955.2,0.0,2484.3297966666682,219.028,250.0,0.0,156.34266666666667,3048.907349999999,169.648
Eclairs,USA,2025-02-01,2025,2,1,7070.990540000012,8995.93,4449.37,6838.763513333336,60.32,133.0,113.0,102.10666666666667,7251.8452400000115,114.164
Fruit & Nut Bars,Australia,2025-02-01,2025,2,1,2142.7710400000014,317.36,0.0,820.0436800000006,123.592,337.0,0.0,153.53066666666666,9762.755720000001,147.401
Fruit & Nut Bars,Canada,2025-02-01,2025,2,1,5242.839259999999,4235.71,9885.53,6454.693086666666,142.914,382.0,217.0,247.30466666666666,6473.010099999999,137.084
Fruit & Nut Bars,India,2025-02-01,2025,2,1,2421.659820000003,0.0,6820.47,3080.709940000001,263.845,0.0,200.0,154.615,2794.8143800000016,65.04
Fruit & Nut Bars,New Zealand,2025-02-01,2025,2,1,4704.227420000004,9693.37,7736.85,7378.149140000001,114.826,4.0,95.0,71.27533333333334,4771.703670000003,99.725
Fruit & Nut Bars,UK,2025-02-01,2025,2,1,1533.8156700000009,0.0,0.0,511.27189000000027,105.788,0.0,0.0,35.26266666666667,4775.973889999982,63.593
Fruit & Nut Bars,USA,2025-02-01,2025,2,1,4188.781050000005,0.0,11945.789999999999,5378.190350000002,118.226,0.0,887.0,335.07533333333333,4219.429720000001,77.34
Manuka Honey Choco,Australia,2025-02-01,2025,2,1,6482.153170000004,5245.6,0.0,3909.251056666668,322.499,144.0,0.0,155.49966666666668,3887.6614199999985,114.952
Manuka Honey Choco,Canada,2025-02-01,2025,2,1,5724.988060000011,11423.81,5538.85,7562.5493533333365,143.157,452.0,492.0,362.3856666666666,4881.367720000002,84.346
Manuka Honey Choco,India,2025-02-01,2025,2,1,8164.377440000012,0.0,2696.1,3620.1591466666705,80.764,0.0,605.0,228.588,2391.38214,65.35
Manuka Honey Choco,New Zealand,2025-02-01,2025,2,1,2116.8755000000037,0.0,5795.75,2637.5418333333346,53.75,0.0,512.0,188.58333333333334,3363.0675199999996,82.842
Manuka Honey Choco,UK,2025-02-01,2025,2,1,2065.538740000002,3768.3,0.0,1944.612913333334,103.396,212.0,0.0,105.132,3428.445119999997,146.51
Manuka Honey Choco,USA,2025-02-01,2025,2,1,3150.4146000000014,2415.8900000000003,21206.2,8924.1682,36.09,209.0,514.0,253.03,1058.6546399999997,70.4
Milk Bars,Australia,2025-02-01,2025,2,1,2224.9280200000003,0.0,8184.33,3469.752673333334,57.652,0.0,584.0,213.88400000000001,9497.415099999993,105.065
Milk Bars,Canada,2025-02-01,2025,2,1,5592.212839999997,0.0,18241.41,7944.540946666665,101.49,0.0,61.0,54.163333333333334,5345.240440000004,310.617
Milk Bars,India,2025-02-01,2025,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14886.889999999878,258.5
Milk Bars,New Zealand,2025-02-01,2025,2,1,5649.760419999995,5306.48,0.0,3652.080139999998,348.766,128.0,0.0,158.922,6253.916739999994,99.716
Milk Bars,UK,2025-02-01,2025,2,1,8563.000820000005,334.81,11822.25,6906.686940000002,347.435,66.0,335.0,249.47833333333332,6294.49404,255.876
Milk Bars,USA,2025-02-01,2025,2,1,3120.240879999999,0.0,24070.690000000002,9063.643626666666,95.338,0.0,388.0,161.11266666666666,1941.1863000000014,99.295
Mint Chip Choco,Australia,2025-02-01,2025,2,1,4936.312849999997,7571.51,0.0,4169.274283333332,260.244,26.0,0.0,95.41466666666668,16514.625829999983,193.712
Mint Chip Choco,Canada,2025-02-01,2025,2,1,3996.4151200000033,0.0,8936.91,4311.108373333334,158.517,0.0,442.0,200.17233333333334,5576.087570000001,140.017
Mint Chip Choco,India,2025-02-01,2025,2,1,6651.456589999998,10270.4,14756.329999999998,10559.395529999998,361.253,198.0,308.0,289.0843333333333,5991.867020000002,68.594
Mint Chip Choco,New Zealand,2025-02-01,2025,2,1,3364.312199999997,12595.71,0.0,5320.007399999999,327.553,439.0,0.0,255.51766666666666,10312.989160000003,230.061
Mint Chip Choco,UK,2025-02-01,2025,2,1,6360.757579999996,0.0,6788.3,4383.019193333333,189.642,0.0,536.0,241.88066666666668,3587.6212199999973,145.016
Mint Chip Choco,USA,2025-02-01,2025,2,1,4573.116520000001,5679.57,0.0,3417.5621733333337,19.622,285.0,0.0,101.54066666666667,6314.331479999997,160.373
Orange Choco,Australia,2025-02-01,2025,2,1,5150.637420000001,0.0,4335.400000000001,3162.0124733333337,72.578,0.0,257.0,109.85933333333332,5581.94524,121.456
Orange Choco,Canada,2025-02-01,2025,2,1,5514.799779999997,0.0,0.0,1838.2665933333321,293.14,0.0,0.0,97.71333333333332,10644.230819999973,148.551
Orange Choco,India,2025-02-01,2025,2,1,2933.436540000004,0.0,0.0,977.8121800000013,67.166,0.0,0.0,22.388666666666666,3094.101159999996,148.122
Orange Choco,New Zealand,2025-02-01,2025,2,1,6536.527520000001,2204.17,0.0,2913.5658400000007,61.28,145.0,0.0,68.76,4996.878839999997,136.919
Orange Choco,UK,2025-02-01,2025,2,1,2429.7580600000006,4010.08,0.0,2146.612686666667,54.276,3.0,0.0,19.092000000000002,2971.29812,58.496
Orange Choco,USA,2025-02-01,2025,2,1,8829.45966000002,0.0,437.48,3088.9798866666733,318.528,0.0,174.0,164.17600000000002,9478.206599999976,203.92
Organic Choco Syrup,Australia,2025-02-01,2025,2,1,6838.923539999999,22943.37,23241.72,17674.671179999998,292.489,14.0,522.0,276.163,3515.7407599999997,67.964
Organic Choco Syrup,Canada,2025-02-01,2025,2,1,11795.027960000003,0.0,4779.0199999999995,5524.682653333334,291.946,0.0,610.0,300.64866666666666,3355.260319999999,77.526
Organic Choco Syrup,India,2025-02-01,2025,2,1,9601.019180000001,0.0,6468.82,5356.613060000001,311.277,0.0,59.0,123.42566666666666,1581.4767999999995,22.802
Organic Choco Syrup,New Zealand,2025-02-01,2025,2,1,10032.436900000004,0.0,23789.9,11274.112300000003,583.484,0.0,413.0,332.16133333333335,3812.5784599999984,94.264
Organic Choco Syrup,UK,2025-02-01,2025,2,1,4233.622639999999,2303.39,13518.0,6685.004213333333,49.62,222.0,226.0,165.87333333333333,3439.53076,147.588
Organic Choco Syrup,USA,2025-02-01,2025,2,1,5053.503840000002,2495.71,34258.32,13935.844613333335,52.774,310.0,296.0,219.59133333333332,3048.353279999998,98.83
Peanut Butter Cubes,Australia,2025-02-01,2025,2,1,5624.656719999998,352.51,0.0,1992.3889066666661,51.144,196.0,0.0,82.38133333333333,9728.73051999999,113.736
Peanut Butter Cubes,Canada,2025-02-01,2025,2,1,3711.8316000000036,3691.6,21467.16,9623.530533333334,101.176,154.0,305.0,186.72533333333334,5289.6742399999985,145.77
Peanut Butter Cubes,India,2025-02-01,2025,2,1,13794.012380000044,0.0,19261.9,11018.637460000014,385.692,0.0,378.0,254.564,6342.935699999998,84.76
Peanut Butter Cubes,New Zealand,2025-02-01,2025,2,1,7150.308060000005,8950.59,1754.64,5951.846020000002,296.117,189.0,62.0,182.37233333333333,9356.873409999995,302.458
Peanut Butter Cubes,UK,2025-02-01,2025,2,1,12091.84396,15468.82,5267.69,10942.784653333334,103.4,262.0,120.0,161.79999999999998,9754.91951999999,204.231
Peanut Butter Cubes,USA,2025-02-01,2025,2,1,6234.093340000005,15722.43,10463.57,10806.697780000002,59.07,351.0,109.0,173.02333333333334,7967.685449999997,174.126
Raspberry Choco,Australia,2025-02-01,2025,2,1,5963.583239999996,7702.92,7023.94,6896.814413333333,235.198,246.0,89.0,190.066,5841.096559999993,156.466
Raspberry Choco,Canada,2025-02-01,2025,2,1,6212.725540000001,4722.39,0.0,3645.0385133333343,65.73,258.0,0.0,107.91000000000001,3251.72304,127.242
Raspberry Choco,India,2025-02-01,2025,2,1,2442.3875,0.0,4758.69,2400.3591666666666,56.68,0.0,10.0,22.22666666666667,3280.833560000005,74.924
Raspberry Choco,New Zealand,2025-02-01,2025,2,1,3447.3398000000016,1983.3999999999999,7667.99,4366.243266666667,58.042,243.0,69.0,123.34733333333334,6522.16112,211.734
Raspberry Choco,UK,2025-02-01,2025,2,1,2839.1736000000005,22502.28,0.0,8447.1512,142.79,762.0,0.0,301.59666666666664,4744.9349366666665,70.048
Raspberry Choco,USA,2025-02-01,2025,2,1,6309.5777,0.0,0.0,2103.1925666666666,392.858,0.0,0.0,130.95266666666666,1851.3062599999996,40.278
Smooth Sliky Salty,Australia,2025-02-01,2025,2,1,24285.294999999936,0.0,0.0,8095.098333333312,833.0,0.0,0.0,277.6666666666667,4625.0187599999945,111.74
Smooth Sliky Salty,Canada,2025-02-01,2025,2,1,13690.464330000003,2901.91,7422.91,8005.094776666668,246.284,12.0,213.0,157.09466666666665,7841.228640000009,367.758
Smooth Sliky Salty,India,2025-02-01,2025,2,1,6350.514220000007,27382.7,3429.85,12387.688073333336,53.17,253.0,9.0,105.05666666666667,8271.92200000001,111.308
Smooth Sliky Salty,New Zealand,2025-02-01,2025,2,1,10230.19054,0.0,9261.26,6497.15018,254.344,0.0,65.0,106.448,1975.0388,82.696
Smooth Sliky Salty,UK,2025-02-01,2025,2,1,10088.122519999988,1588.49,6503.75,6060.120839999996,168.486,111.0,116.0,131.82866666666666,7436.059330000005,177.546
Smooth Sliky Salty,USA,2025-02-01,2025,2,1,9152.042040000006,0.0,28523.149999999998,12558.397346666667,143.976,0.0,531.0,224.992,1302.6440000000002,78.672
Spicy Special Slims,Australia,2025-02-01,2025,2,1,3518.5547999999976,0.0,0.0,1172.8515999999993,246.323,0.0,0.0,82.10766666666667,10161.141470000015,177.531
Spicy Special Slims,Canada,2025-02-01,2025,2,1,5798.736000000001,15584.04,13644.0,11675.591999999999,256.322,463.0,281.0,333.4406666666667,5263.502200000002,90.148
Spicy Special Slims,India,2025-02-01,2025,2,1,8419.17858000001,9869.27,12562.81,10283.752860000004,165.993,378.0,101.0,214.99766666666665,10048.932479999992,150.414
Spicy Special Slims,New Zealand,2025-02-01,2025,2,1,5127.21371,695.32,8755.31,4859.281236666667,364.196,68.0,38.0,156.732,5728.9539100000065,62.909
Spicy Special Slims,UK,2025-02-01,2025,2,1,2754.2413799999995,15595.630000000001,0.0,6116.623793333333,55.034,173.0,0.0,76.01133333333333,7022.286359999998,289.698
Spicy Special Slims,USA,2025-02-01,2025,2,1,7140.5888399999985,0.0,1679.89,2940.159613333333,106.618,0.0,287.0,131.206,7872.9662400000025,537.701
White Choc,Australia,2025-02-01,2025,2,1,3481.987860000001,15706.26,20138.13,13108.79262,61.91,191.0,536.0,262.96999999999997,8646.69701999999,95.19
White Choc,Canada,2025-02-01,2025,2,1,5599.638999999994,8578.4,17560.88,10579.639666666664,155.9,15.0,183.0,117.96666666666665,8019.123679999998,126.192
White Choc,India,2025-02-01,2025,2,1,6825.870479999997,12998.67,10535.86,10120.133493333333,187.998,317.0,877.0,460.666,7210.5245599999935,69.594
White Choc,New Zealand,2025-02-01,2025,2,1,8935.106639999993,11572.5,10113.4,10207.002213333331,68.038,51.0,155.0,91.346,6097.138759999995,101.796
White Choc,UK,2025-02-01,2025,2,1,6825.053039999979,8338.51,1959.22,5707.59434666666,272.677,270.0,70.0,204.22566666666668,5657.734300000005,117.246
White Choc,USA,2025-02-01,2025,2,1,6313.667879999998,21636.52,2438.56,10129.582626666666,56.566,145.0,61.0,87.522,4578.170300000004,134.052
50% Dark Bites,Australia,2025-03-01,2025,3,1,3329.303159999994,4439.4240799999925,36718.31,14829.012413333328,127.204,541.866,252.0,307.0233333333333,3449.208579999998,136.43
50% Dark Bites,Canada,2025-03-01,2025,3,1,6845.913580000005,5801.48979,0.0,4215.8011233333345,185.32,95.202,0.0,93.50733333333334,8457.075500000003,163.034
50% Dark Bites,India,2025-03-01,2025,3,1,7918.0386999999955,5968.556500000003,13731.44,9206.011733333333,137.95,73.575,82.0,97.84166666666665,7645.824130000003,161.342
50% Dark Bites,New Zealand,2025-03-01,2025,3,1,2620.8683300000002,6227.024039999991,0.0,2949.2974566666635,45.533,108.968,0.0,51.50033333333334,3533.9769199999887,141.401
50% Dark Bites,UK,2025-03-01,2025,3,1,9610.739990000005,7863.494450000001,2930.4,6801.544813333337,197.536,360.45,344.0,300.66200000000003,7345.166090000004,167.25
50% Dark Bites,USA,2025-03-01,2025,3,1,11358.267780000015,7925.774520000005,77.1,6453.714100000007,259.723,154.477,26.0,146.73333333333335,6971.714740000011,221.658
70% Dark Bites,Australia,2025-03-01,2025,3,1,9307.295419999982,7639.500159999982,1624.86,6190.551859999988,297.545,250.508,103.0,217.0176666666667,4839.166199999988,244.482
70% Dark Bites,Canada,2025-03-01,2025,3,1,3083.953469999996,3731.0794400000023,0.0,2271.677636666666,169.916,206.6,0.0,125.50533333333333,6437.856779999993,192.408
70% Dark Bites,India,2025-03-01,2025,3,1,4423.457579999999,4130.855779999999,0.0,2851.437786666666,68.71,265.18,0.0,111.29666666666667,3601.1155000000026,68.908
70% Dark Bites,New Zealand,2025-03-01,2025,3,1,6374.516199999989,3877.8605399999965,941.61,3731.3289133333287,271.958,24.252,320.0,205.40333333333334,3899.3479699999975,117.372
70% Dark Bites,UK,2025-03-01,2025,3,1,5040.579719999983,2715.88286,0.0,2585.487526666661,251.01,62.944,0.0,104.65133333333334,6286.043719999986,358.338
70% Dark Bites,USA,2025-03-01,2025,3,1,2836.27811,5902.579460000027,0.0,2912.9525233333425,29.618,191.474,0.0,73.69733333333333,2273.820980000007,100.168
85% Dark Bars,Australia,2025-03-01,2025,3,1,6356.938640000001,5770.507980000005,7565.6,6564.348873333335,173.859,49.946,308.0,177.26833333333335,5116.309290000005,118.103
85% Dark Bars,Canada,2025-03-01,2025,3,1,9497.246689999996,2805.243760000002,11719.06,8007.183483333333,234.152,14.814,87.0,111.98866666666667,5811.357909999999,128.596
85% Dark Bars,India,2025-03-01,2025,3,1,9580.233939999996,9577.396799999997,30049.940000000002,16402.523579999997,97.164,253.501,300.0,216.88833333333332,7743.517739999992,106.108
85% Dark Bars,New Zealand,2025-03-01,2025,3,1,2879.5669700000003,6134.561559999998,32771.24,13928.456176666665,225.48,90.978,195.0,170.486,3975.9655999999995,105.729
85% Dark Bars,UK,2025-03-01,2025,3,1,3682.464159999999,3199.939220000001,0.0,2294.1344599999998,64.428,52.336,0.0,38.92133333333333,3356.686000000004,78.816
85% Dark Bars,USA,2025-03-01,2025,3,1,3830.4516799999983,3237.803019999999,27941.239999999998,11669.831566666666,120.84,41.73,452.0,204.85666666666668,1739.7473200000004,112.666
99% Dark & Pure,Australia,2025-03-01,2025,3,1,4880.833150000005,8895.569430000003,17050.38,10275.594193333336,76.682,334.378,520.0,310.3533333333333,2619.4733800000013,84.408
99% Dark & Pure,Canada,2025-03-01,2025,3,1,4893.666059999999,5714.9671000000035,9749.75,6786.12772,157.476,59.304,475.0,230.59333333333333,4820.016330000004,118.737
99% Dark & Pure,India,2025-03-01,2025,3,1,4597.4086199999965,3956.69056,227.55,2927.2163933333322,150.406,31.976,225.0,135.794,4740.482549999999,102.106
99% Dark & Pure,New Zealand,2025-03-01,2025,3,1,6738.110340000002,4610.7833,2499.92,4616.271213333334,138.408,47.156,44.0,76.52133333333333,7070.750060000009,198.844
99% Dark & Pure,UK,2025-03-01,2025,3,1,9396.754180000004,7497.717899999998,7494.41,8129.627360000001,112.336,556.101,246.0,304.81233333333336,6110.803540000003,111.208
99% Dark & Pure,USA,2025-03-01,2025,3,1,1739.5502800000013,3162.9495400000033,12988.09,5963.529940000001,95.429,160.135,568.0,274.5213333333333,3772.5839699999988,110.122
After Nines,Australia,2025-03-01,2025,3,1,5093.0978599999935,5930.852219999995,2600.1299999999997,4541.360026666663,135.4,73.858,168.0,125.75266666666668,8165.154169999982,214.12
After Nines,Canada,2025-03-01,2025,3,1,4782.054079999999,9313.51718000001,9746.29,7947.28708666667,65.17,513.596,407.0,328.58866666666665,5090.058270000001,87.174
After Nines,India,2025-03-01,2025,3,1,8569.217980000001,3863.990919999997,13808.46,8747.222966666666,79.22,360.262,270.0,236.494,7641.416099999992,142.592
After Nines,New Zealand,2025-03-01,2025,3,1,5502.219379999999,7700.566940000002,14484.02,9228.93544,82.588,162.207,161.0,135.265,5829.917939999998,123.272
After Nines,UK,2025-03-01,2025,3,1,4072.199359999999,7383.909579999992,0.0,3818.702979999997,88.852,170.796,0.0,86.54933333333334,3134.9398800000026,126.772
After Nines,USA,2025-03-01,2025,3,1,8898.310379999999,6490.935130000005,4273.09,6554.111836666668,102.172,228.844,280.0,203.672,7977.117460000001,208.836
Almond Choco,Australia,2025-03-01,2025,3,1,7612.726259999986,5449.161709999994,9358.09,7473.325989999993,215.7,332.746,250.0,266.14866666666666,6206.367099999997,136.768
Almond Choco,Canada,2025-03-01,2025,3,1,4914.826299999996,6429.039460000011,15412.95,8918.938586666669,113.21,42.49,171.0,108.89999999999999,5789.244500000002,129.08
Almond Choco,India,2025-03-01,2025,3,1,6854.930919999994,6269.760929999992,11793.4,8306.030616666661,123.6,167.655,101.0,130.75166666666667,7279.82663999999,129.732
Almond Choco,New Zealand,2025-03-01,2025,3,1,0.0,12283.35500000013,0.0,4094.45166666671,0.0,262.0,0.0,87.33333333333333,12797.156200000145,220.712
Almond Choco,UK,2025-03-01,2025,3,1,3026.0581400000015,2599.9620200000018,0.0,1875.3400533333345,89.856,64.388,0.0,51.41466666666667,3757.9158666666667,66.212
Almond Choco,USA,2025-03-01,2025,3,1,6313.583050000023,8673.392199999998,0.0,4995.6584166666735,229.813,458.665,0.0,229.49266666666668,3652.982050000002,74.978
Baker's Choco Chips,Australia,2025-03-01,2025,3,1,5579.34204,10581.928990000002,6881.19,7680.820343333334,85.39,620.611,285.0,330.33366666666666,6160.481110000004,103.57
Baker's Choco Chips,Canada,2025-03-01,2025,3,1,11631.29701999993,16638.259999999835,0.0,9423.185673333255,166.78,137.5,0.0,101.42666666666666,8279.026399999968,388.296
Baker's Choco Chips,India,2025-03-01,2025,3,1,6922.559340000001,3502.45872,23045.89,11156.969353333334,142.38,48.492,238.0,142.95733333333334,3452.848399999996,155.587
Baker's Choco Chips,New Zealand,2025-03-01,2025,3,1,5479.027679999994,5220.673939999998,1517.05,4072.2505399999973,146.066,41.588,147.0,111.55133333333333,7087.2599800000025,77.759
Baker's Choco Chips,UK,2025-03-01,2025,3,1,5762.68047999999,3750.409799999973,0.0,3171.0300933333215,362.656,298.363,0.0,220.33966666666666,4109.891240000006,281.95
Baker's Choco Chips,USA,2025-03-01,2025,3,1,1613.6579599999998,2895.1925799999963,33508.58,12672.476846666665,85.126,61.985,556.0,234.37033333333332,952.6305599999997,59.966
Caramel Stuffed Bars,Australia,2025-03-01,2025,3,1,4038.0171399999986,7082.855079999982,0.0,3706.9574066666605,131.907,149.64,0.0,93.849,6077.473289999986,139.672
Caramel Stuffed Bars,Canada,2025-03-01,2025,3,1,5103.717260000001,3560.490689999998,18001.15,8888.452650000001,371.862,231.298,227.0,276.72,5460.680979999996,271.27
Caramel Stuffed Bars,India,2025-03-01,2025,3,1,3185.063389999992,5885.701509999999,0.0,3023.588299999997,131.076,327.873,0.0,152.98299999999998,4656.600059999982,183.545
Caramel Stuffed Bars,New Zealand,2025-03-01,2025,3,1,6111.280210000014,3866.290850000003,0.0,3325.8570200000054,133.332,443.716,0.0,192.34933333333333,2659.8024499999983,77.405
Caramel Stuffed Bars,UK,2025-03-01,2025,3,1,6145.031120000004,3760.454040000003,9990.6,6632.028386666669,227.82,45.572,738.0,337.1306666666667,2919.60948,108.162
Caramel Stuffed Bars,USA,2025-03-01,2025,3,1,3423.3172400000026,6929.152959999991,0.0,3450.823399999998,96.444,70.92,0.0,55.788000000000004,4910.655779999996,209.978
Choco Coated Almonds,Australia,2025-03-01,2025,3,1,3156.356120000001,2809.7391800000005,0.0,1988.6984333333337,30.762,22.474,0.0,17.745333333333335,9959.704819999972,124.472
Choco Coated Almonds,Canada,2025-03-01,2025,3,1,5262.874180000001,2638.44546,34149.64,14016.986546666667,416.926,271.99,1389.0,692.6386666666667,5203.070180000012,317.826
Choco Coated Almonds,India,2025-03-01,2025,3,1,4434.1125400000055,1283.2439000000004,6272.03,3996.4621466666686,367.128,6.078,366.0,246.40199999999996,6580.4556600000005,137.749
Choco Coated Almonds,New Zealand,2025-03-01,2025,3,1,3970.0621,2717.2053200000023,14722.35,7136.539140000001,24.581333333333333,246.796,61.0,110.79244444444446,4137.42136,35.655
Choco Coated Almonds,UK,2025-03-01,2025,3,1,4605.111840000003,6984.642460000005,9412.06,7000.604766666668,51.166,61.714,123.0,78.62666666666667,7725.666290000002,115.191
Choco Coated Almonds,USA,2025-03-01,2025,3,1,1646.904850000001,4725.425469999994,0.0,2124.1101066666647,36.098666666666674,80.316,0.0,38.80488888888889,5878.310810000004,81.876
Drinking Coco,Australia,2025-03-01,2025,3,1,5615.970760000004,5978.14179,0.0,3864.7041833333346,118.264,202.816,0.0,107.02666666666666,8535.808319999996,248.967
Drinking Coco,Canada,2025-03-01,2025,3,1,5952.626920000006,3384.660249999998,0.0,3112.4290566666677,158.342,53.889,0.0,70.74366666666667,9084.522739999991,182.51
Drinking Coco,India,2025-03-01,2025,3,1,4541.434699999995,5399.520860000003,503.52,3481.491853333333,91.614,137.848,167.0,132.154,6296.980880000005,132.34
Drinking Coco,New Zealand,2025-03-01,2025,3,1,8254.69347999994,5678.176340000016,0.0,4644.289939999985,106.66,567.505,0.0,224.72166666666666,13698.787850000068,121.789
Drinking Coco,UK,2025-03-01,2025,3,1,7601.99034999999,4098.8075599999975,0.0,3900.2659699999954,286.388,260.904,0.0,182.43066666666664,5813.939139999991,214.046
Drinking Coco,USA,2025-03-01,2025,3,1,6796.832320000004,5415.5442800000055,0.0,4070.7922000000035,150.096,62.226,0.0,70.774,7324.989560000019,117.8
Eclairs,Australia,2025-03-01,2025,3,1,5670.791459999995,4100.884519999999,11293.17,7021.615326666663,181.56,64.5,219.0,155.02,7163.783470000002,325.116
Eclairs,Canada,2025-03-01,2025,3,1,1245.7154399999997,8224.464339999986,337.37,3269.1832599999957,39.9,580.842,120.0,246.914,6764.751159999992,152.412
Eclairs,India,2025-03-01,2025,3,1,6298.089720000003,5146.311539999997,6096.53,5846.977086666667,141.996,134.334,344.0,206.77666666666667,7338.425990000003,166.698
Eclairs,New Zealand,2025-03-01,2025,3,1,7041.877660000014,10510.778220000011,0.0,5850.885293333341,65.897,114.944,0.0,60.28033333333334,11994.523050000029,171.712
Eclairs,UK,2025-03-01,2025,3,1,3048.907349999999,5497.789390000005,1955.2,3500.632246666668,169.648,219.028,250.0,212.89200000000002,7176.007070000003,171.838
Eclairs,USA,2025-03-01,2025,3,1,7251.8452400000115,7070.990540000012,8995.93,7772.921926666674,114.164,60.32,133.0,102.49466666666666,7806.03499000001,158.476
Fruit & Nut Bars,Australia,2025-03-01,2025,3,1,9762.755720000001,2142.7710400000014,317.36,4074.2955866666675,147.401,123.592,337.0,202.6643333333333,6636.425660000003,116.935
Fruit & Nut Bars,Canada,2025-03-01,2025,3,1,6473.010099999999,5242.839259999999,4235.71,5317.186453333333,137.084,142.914,382.0,220.66600000000003,6748.746400000007,148.236
Fruit & Nut Bars,India,2025-03-01,2025,3,1,2794.8143800000016,2421.659820000003,0.0,1738.8247333333347,65.04,263.845,0.0,109.62833333333334,3416.4925799999987,61.969
